RecordTypeId,mbfc__Person__c,mbfc__Completion_Date__c,mbfc__Start_Date__c,mbfc__Context__c,mbfc__Category__c,mbfc__Affiliation__c,Archdpdx_Migration_Id__c
012Dx0000003p5AIAQ,003Dx00000nKj8wIAC,2022-02-16,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj8wiac20220216candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj98IAC,,2010-11-06,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj98iac20101106faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj98IAC,2009-10-31,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj98iac20091031readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj98IAC,2009-10-31,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj98iac20091031acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj98IAC,2010-06-23,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj98iac20100623candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj99IAC,,2016-04-26,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj99iac20160426faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKj9CIAS,,1997-11-29,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkj9cias19971129faculties
012Dx0000003p5AIAQ,003Dx00000nKj9CIAS,1996-08-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj9cias19960803readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj9CIAS,1996-08-03,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj9cias19960803acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj9CIAS,1997-07-12,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj9cias19970712candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj9JIAS,,2013-10-26,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj9jias20131026faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj9JIAS,2010-11-06,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj9jias20101106readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj9JIAS,2011-10-29,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj9jias20111029acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj9JIAS,2012-11-03,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj9jias20121103candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj9QIAS,,2022-07-31,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj9qias20220731faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKj9QIAS,2013-11-15,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj9qias20131115acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjPXIA0,,2022-08-15,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjpxia020220815faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjPYIA0,,2015-06-05,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjpyia020150605faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjPbIAK,,2023-10-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjpbiak20231015faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjPcIAK,,2012-06-09,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjpciak20120609faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjPeIAK,,2019-09-11,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjpeiak20190911faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjPgIAK,,2020-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjpgiak20200701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjPkIAK,,2021-08-15,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjpkiak20210815faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjPnIAK,,2023-05-20,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjpniak20230520faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjPnIAK,2020-02-11,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjpniak20200211readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjPnIAK,2021-03-10,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjpniak20210310acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjPnIAK,2022-10-26,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjpniak20221026candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjQ0IAK,,2009-06-13,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjq0iak20090613faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjQ1IAK,,2015-06-15,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjq1iak20150615faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjQ9IAK,2011-10-31,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjq9iak20111031faculties(withdrawn)
012Dx0000003p5AIAQ,003Dx00000nKjQ9IAK,2005-11-05,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjq9iak20051105readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjQ9IAK,2006-12-09,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjq9iak20061209acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjQ9IAK,2008-10-25,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjq9iak20081025candidateinstallation
012Dx0000003p5AIAQ,003Dx00000nKjQCIA0,1976-01-08,,001Dx00001HwFGAIA3,Ecclesial Affiliations,Incardinated,003dx00000nkjqcia019760108incardinated
012Dx0000003p5DIAQ,003Dx00000nKjQHIA0,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjqhia019000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjQLIA0,,2009-06-13,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjqlia020090613faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjQRIA0,,2014-06-06,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjqria020140606faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjQZIA0,,2019-10-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjqzia020191001faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKjQZIA0,1977-10-01,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjqzia019771001readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjQZIA0,1977-10-01,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjqzia019771001acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjQcIAK,,2018-06-02,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjqciak20180602faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjQeIAK,,2023-06-12,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjqeiak20230612faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjQnIAK,,1991-11-08,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjqniak19911108faculties
012Dx0000003p5DIAQ,003Dx00000nKjQrIAK,,2012-06-09,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjqriak20120609faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjQtIAK,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjqtiak19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjR6IAK,,1993-11-05,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjr6iak19931105faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjR6IAK,1993-04-17,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjr6iak19930417readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjR6IAK,1993-04-17,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjr6iak19930417acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjR6IAK,1993-04-17,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjr6iak19930417candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKiwiIAC,,2012-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiwiiac20120701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKix7IAC,,2022-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkix7iac20220701faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKixAIAS,,2015-10-24,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkixaias20151024faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKixAIAS,2012-11-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkixaias20121103readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKixAIAS,2014-02-23,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkixaias20140223acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKixAIAS,2015-03-01,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkixaias20150301candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKixCIAS,,2018-01-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkixcias20180101faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKixHIAS,2004-03-20,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkixhias20040320readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKixHIAS,2004-12-18,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkixhias20041218acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKixJIAS,,1997-11-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkixjias19971129faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKixJIAS,1996-08-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkixjias19960803readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKixJIAS,1996-08-03,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkixjias19960803acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKixJIAS,1997-07-12,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkixjias19970712candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKixNIAS,,1997-11-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkixnias19971129faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKixNIAS,1996-08-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkixnias19960803readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKixNIAS,1996-08-03,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkixnias19960803acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKixNIAS,1997-07-12,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkixnias19970712candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKixQIAS,,2018-06-22,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkixqias20180622faculties
012Dx0000003p5DIAQ,003Dx00000nKixQIAS,2019-12-16,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkixqias20191216faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKixTIAS,,2017-10-21,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkixtias20171021faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKixTIAS,2016-08-28,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkixtias20160828readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKixTIAS,2016-08-28,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkixtias20160828acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKixTIAS,2017-03-18,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkixtias20170318candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKixhIAC,,2023-10-21,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkixhiac20231021faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKixhIAC,2019-03-23,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkixhiac20190323readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKixhIAC,2019-03-23,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkixhiac20190323acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKixhIAC,2023-03-26,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkixhiac20230326candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKixnIAC,,2022-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkixniac20220701faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKixnIAC,2013-11-15,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkixniac20131115readerinstallation
012Dx0000003p5DIAQ,003Dx00000nKixvIAC,,2023-10-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkixviac20231015faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKixxIAC,,2002-12-23,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkixxiac20021223faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKixxIAC,2001-09-08,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkixxiac20010908readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKixxIAC,2001-09-08,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkixxiac20010908acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKixxIAC,2001-09-08,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkixxiac20010908candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKiy2IAC,,2017-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiy2iac20170701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKiyAIAS,,2005-09-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkiyaias20050915faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKiyBIAS,,2019-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkiybias20190701faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKiyRIAS,,2010-06-05,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiyrias20100605faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKiyTIAS,,2013-06-08,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiytias20130608faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKiyaIAC,2009-03-19,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkiyaiac20090319readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKiyaIAC,2012-03-19,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkiyaiac20120319acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKiyhIAC,,2020-08-01,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkiyhiac20200801faculties
012Dx0000003p5DIAQ,003Dx00000nKiyhIAC,2021-12-24,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkiyhiac20211224faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKiyoIAC,,2011-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiyoiac20110701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKizAIAS,,1993-06-14,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkizaias19930614faculties
012Dx0000003p5AIAQ,003Dx00000nKizAIAS,1956-05-01,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkizaias19560501readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKizAIAS,1956-05-02,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkizaias19560502acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKizFIAS,,2009-06-09,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkizfias20090609faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKizHIAS,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkizhias19000101faculties(withdrawn)
012Dx0000003p5AIAQ,003Dx00000nKizTIAS,2008-05-27,,001Dx00001HwFFxIAN,Ecclesial Affiliations,Incardinated,003dx00000nkiztias20080527incardinated
012Dx0000003p5DIAQ,003Dx00000nKizVIAS,,2020-02-18,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkizvias20200218faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKizVIAS,1986-11-21,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkizvias19861121readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKizVIAS,1988-04-22,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkizvias19880422acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKizWIAS,1993-12-01,,001Dx00001HwFE5IAN,Ecclesial Affiliations,Incardinated,003dx00000nkizwias19931201incardinated
012Dx0000003p5AIAQ,003Dx00000nKizbIAC,2023-06-18,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkizbiac20230618candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKizeIAC,,2017-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkizeiac20170701faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKizlIAC,2017-10-11,,001Dx00001HwFGFIA3,Ecclesial Affiliations,Incardinated,003dx00000nkizliac20171011incardinated
012Dx0000003p5DIAQ,003Dx00000nKizlIAC,,2015-08-25,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkizliac20150825faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjFwIAK,,2000-12-09,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjfwiak20001209faculties
012Dx0000003p5AIAQ,003Dx00000nKjFwIAK,1999-10-23,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjfwiak19991023readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjFwIAK,1999-10-23,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjfwiak19991023acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjFwIAK,1999-10-23,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjfwiak19991023candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjG4IAK,,2007-06-09,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjg4iak20070609faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjGBIA0,,2008-06-23,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjgbia020080623faculties
012Dx0000003p5DIAQ,003Dx00000nKjGEIA0,,1993-11-05,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjgeia019931105faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjGEIA0,1976-04-04,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjgeia019760404readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjGEIA0,1976-04-04,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjgeia019760404acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjGEIA0,1993-04-17,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjgeia019930417candidateinstallation
012Dx0000003p5AIAQ,003Dx00000nKjGPIA0,2013-10-11,,001Dx00001HwFGKIA3,Ecclesial Affiliations,Incardinated,003dx00000nkjgpia020131011incardinated
012Dx0000003p5DIAQ,003Dx00000nKjGPIA0,,2004-12-24,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjgpia020041224faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjGUIA0,,2021-09-15,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjguia020210915faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjGqIAK,,1981-09-11,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjgqiak19810911faculties
012Dx0000003p5AIAQ,003Dx00000nKjH0IAK,1993-11-13,,001Dx00001HwFFbIAN,Ecclesial Affiliations,Incardinated,003dx00000nkjh0iak19931113incardinated
012Dx0000003p5DIAQ,003Dx00000nKjH2IAK,,2001-06-09,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjh2iak20010609faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjH3IAK,,1995-08-19,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjh3iak19950819faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjHBIA0,1996-08-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjhbia019960803readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHBIA0,1996-08-03,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjhbia019960803acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHDIA0,2023-10-18,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjhdia020231018candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjHFIA0,,2021-11-12,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjhfia020211112faculties
012Dx0000003p5AIAQ,003Dx00000nKjHFIA0,2017-03-19,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjhfia020170319readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHFIA0,2018-01-20,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjhfia020180120acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHFIA0,2016-02-19,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjhfia020160219candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjHJIA0,,2015-10-24,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjhjia020151024faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjHJIA0,2012-11-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjhjia020121103readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHJIA0,2014-02-23,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjhjia020140223acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHJIA0,2015-03-01,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjhjia020150301candidateinstallation
012Dx0000003p5AIAQ,,1988-10-28,,001Dx00001HwDsgIAF,Installations,Reader Installation,none19881028readerinstallation
012Dx0000003p5AIAQ,,1987-10-28,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,none19871028acolyteinstallation
012Dx0000003p5AIAQ,,1988-03-08,,001Dx00001HwDsgIAF,Installations,Candidate Installation,none19880308candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjHTIA0,,2019-07-01,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjhtia020190701faculties
012Dx0000003p5DIAQ,003Dx00000nKjHcIAK,,2020-02-18,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjhciak20200218faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKjHdIAK,1993-04-17,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjhdiak19930417readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHdIAK,1993-04-17,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjhdiak19930417acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHdIAK,1993-04-17,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjhdiak19930417candidateinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHgIAK,2023-03-06,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjhgiak20230306readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHjIAK,1992-11-20,,001Dx00001HwFGPIA3,Ecclesial Affiliations,Incardinated,003dx00000nkjhjiak19921120incardinated
012Dx0000003p5DIAQ,003Dx00000nKjHjIAK,,2007-05-08,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjhjiak20070508faculties
012Dx0000003p5DIAQ,003Dx00000nKjHjIAK,2022-01-25,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjhjiak20220125faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjHmIAK,,1966-05-14,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjhmiak19660514faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjHmIAK,1963-05-20,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjhmiak19630520readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHmIAK,1963-05-20,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjhmiak19630520acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjHmIAK,1966-01-20,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjhmiak19660120candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjHwIAK,,2021-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjhwiak20210701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjHxIAK,,1964-12-16,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjhxiak19641216faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjHyIAK,,2012-04-24,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjhyiak20120424faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjI1IAK,,2017-06-03,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkji1iak20170603faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjI2IAK,,2020-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkji2iak20200701faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjI2IAK,1999-11-01,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkji2iak19991101readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjI2IAK,2000-04-01,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkji2iak20000401acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjI3IAK,,2008-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkji3iak20080701faculties(confessional)
